batch_no,rule_id,item_count,run_date,run_id,batch_sum,currency,status_guid,created_by,created_on,approved_by,approved_on,paying_co_code,house_bank,created_time,user_pattern
0000026383,UBO_AP_MAX,00001,20251024,00030B,39014.23,BRL,005056BEA1661FD0,E_AMARAL,20251024,E_AMARAL,20251024,UBO,CIT01,165016,UBO Brazil field office (UBO_AP_MAX)
0000026384,UBO_AP_MAX,00001,20251024,00031B,5457.60,BRL,005056BEA1661FD0,E_AMARAL,20251024,E_AMARAL,20251024,UBO,CIT01,165022,UBO Brazil field office (UBO_AP_MAX)
0000026359,UBO_AP_MAX,00081,20251023,00008B,627781.65,BRL,005056BEA1661FD0,E_AMARAL,20251023,E_AMARAL,20251023,UBO,CIT01,173210,UBO Brazil field office (UBO_AP_MAX)
0000026361,UBO_AP_MAX,00001,20251023,00008B,980.00,BRL,005056BEA1661FD0,E_AMARAL,20251023,E_AMARAL,20251023,UBO,CIT01,173217,UBO Brazil field office (UBO_AP_MAX)
0000026324,UNES_AP_10,00005,20251022,00001B,55382.58,USD,005056BEA1661FD0,C_LOPEZ,20251022,C_LOPEZ,20251022,UNES,SOG01,111749,HQ weekly AP operator (Wednesday cycle)
0000026323,UNES_AP_10,00001,20251022,00001B,13345.00,USD,005056BEA1661FD0,C_LOPEZ,20251022,C_LOPEZ,20251022,UNES,CIT04,111749,HQ weekly AP operator (Wednesday cycle)
0000026325,UNES_AP_10,00061,20251022,00002B,562619.00,USD,005056BEA1661FD0,C_LOPEZ,20251022,C_LOPEZ,20251022,UNES,CIT04,125640,HQ weekly AP operator (Wednesday cycle)
0000026327,UNES_AP_IK,00001,20251022,00002B,4199.41,USD,005056BEA1661FD0,C_LOPEZ,20251022,C_LOPEZ,20251022,UNES,CIT04,125640,HQ weekly AP operator (Wednesday cycle)
0000026328,UNES_AP_10,00013,20251022,00002B,33555.36,USD,005056BEA1661FD0,C_LOPEZ,20251022,C_LOPEZ,20251022,UNES,SOG03,125647,HQ weekly AP operator (Wednesday cycle)
0000026329,UNES_AP_10,00004,20251022,00002B,11538.15,USD,005056BEA1661FD0,C_LOPEZ,20251022,C_LOPEZ,20251022,UNES,SOG01,125653,HQ weekly AP operator (Wednesday cycle)
0000026330,UNES_AP_EX,00001,20251022,00002B,390.00,USD,005056BEA1661FD0,C_LOPEZ,20251022,C_LOPEZ,20251022,UNES,SOG01,125653,HQ weekly AP operator (Wednesday cycle)
0000026331,UNES_AP_10,00045,20251022,00002B,259002.97,USD,005056BEA1661FD0,C_LOPEZ,20251022,C_LOPEZ,20251022,UNES,SOG01,125657,HQ weekly AP operator (Wednesday cycle)
0000026332,UNES_AP_10,00331,20251022,00002B,1617000.63,USD,005056BEA1661FD0,C_LOPEZ,20251022,C_LOPEZ,20251022,UNES,SOG01,125712,HQ weekly AP operator (Wednesday cycle)
0000026333,UNES_AP_EX,00003,20251022,00002B,10442.02,USD,005056BEA1661FD0,C_LOPEZ,20251022,C_LOPEZ,20251022,UNES,SOG01,125712,HQ weekly AP operator (Wednesday cycle)
0000026334,UNES_AP_10,00002,20251022,00002B,82246.24,USD,005056BEA1661FD0,C_LOPEZ,20251022,C_LOPEZ,20251022,UNES,SOG01,125718,HQ weekly AP operator (Wednesday cycle)
0000026335,UNES_AP_10,00048,20251022,00002B,428052.60,USD,005056BEA1661FD0,C_LOPEZ,20251022,C_LOPEZ,20251022,UNES,SOG01,125720,HQ weekly AP operator (Wednesday cycle)
0000026336,UNES_AP_10,00002,20251022,00002B,10619.91,USD,005056BEA1661FD0,C_LOPEZ,20251022,C_LOPEZ,20251022,UNES,CIT21,125735,HQ weekly AP operator (Wednesday cycle)
0000026337,UNES_AP_10,00007,20251022,00002B,33952.00,USD,005056BEA1661FD0,C_LOPEZ,20251022,C_LOPEZ,20251022,UNES,SOG01,125736,HQ weekly AP operator (Wednesday cycle)
0000026338,UNES_AP_10,00042,20251022,00002B,138524.09,USD,005056BEA1661FD0,C_LOPEZ,20251022,C_LOPEZ,20251022,UNES,SOG01,125740,HQ weekly AP operator (Wednesday cycle)
0000026339,UNES_AP_EX,00001,20251022,00002B,1916.00,USD,005056BEA1661FD0,C_LOPEZ,20251022,C_LOPEZ,20251022,UNES,SOG01,125740,HQ weekly AP operator (Wednesday cycle)
0000026340,UNES_AP_10,00002,20251022,00002B,4959.54,USD,005056BEA1661FD0,C_LOPEZ,20251022,C_LOPEZ,20251022,UNES,SOG01,125756,HQ weekly AP operator (Wednesday cycle)
0000026341,UNES_AP_10,00046,20251022,00002B,272794.47,USD,005056BEA1661FD0,C_LOPEZ,20251022,C_LOPEZ,20251022,UNES,SOG01,125758,HQ weekly AP operator (Wednesday cycle)
0000026343,UNES_AP_10,00003,20251022,00002B,9398.84,USD,005056BEA1661FD0,C_LOPEZ,20251022,C_LOPEZ,20251022,UNES,SOG01,125813,HQ weekly AP operator (Wednesday cycle)
0000026342,UNES_AP_EX,00002,20251022,00002B,3500.00,USD,005056BEA1661FD0,C_LOPEZ,20251022,C_LOPEZ,20251022,UNES,SOG01,125758,HQ weekly AP operator (Wednesday cycle)
0000026344,UNES_AP_10,00047,20251022,00002B,146243.01,USD,005056BEA1661FD0,C_LOPEZ,20251022,C_LOPEZ,20251022,UNES,SOG01,125815,HQ weekly AP operator (Wednesday cycle)
0000026345,UNES_AP_10,00012,20251022,00002B,10313.35,USD,005056BEA1661FD0,C_LOPEZ,20251022,C_LOPEZ,20251022,UNES,SOG01,125828,HQ weekly AP operator (Wednesday cycle)
0000026315,UNES_AP_10,00007,20251021,00001B,62343.38,USD,005056BEA1661FD0,C_LOPEZ,20251021,C_LOPEZ,20251021,UNES,CIT04,102844,HQ weekly AP operator (Wednesday cycle)
0000026316,UNES_AP_10,00004,20251021,00001B,8069.07,USD,005056BEA1661FD0,C_LOPEZ,20251021,C_LOPEZ,20251021,UNES,CIT04,102845,HQ weekly AP operator (Wednesday cycle)
0000026312,UBO_AP_MAX,00059,20251017,00008B,806424.33,BRL,005056BEA1661FD0,E_AMARAL,20251017,E_AMARAL,20251017,UBO,CIT01,163004,UBO Brazil field office (UBO_AP_MAX)
0000026313,UBO_AP_MAX,00008,20251017,00009B,42877.74,BRL,005056BEA1661FD0,E_AMARAL,20251017,E_AMARAL,20251017,UBO,CIT01,163011,UBO Brazil field office (UBO_AP_MAX)
0000026303,UNES_AP_10,00001,20251016,00001B,7727.00,USD,005056BEA1661FD0,C_LOPEZ,20251016,C_LOPEZ,20251016,UNES,SOG01,141810,HQ weekly AP operator (Wednesday cycle)
0000026272,UNES_AP_10,00071,20251015,00001B,980476.04,USD,005056BEA1661FD0,I_MARQUAND,20251015,I_MARQUAND,20251015,UNES,CIT04,112643,HQ weekly AP operator (Wednesday cycle)
0000026274,UNES_AP_EX,00001,20251015,00001B,7600.00,USD,005056BEA1661FD0,I_MARQUAND,20251015,I_MARQUAND,20251015,UNES,CIT04,112643,HQ weekly AP operator (Wednesday cycle)
0000026275,UNES_AP_10,00001,20251015,00001B,62111.80,USD,005056BEA1661FD0,I_MARQUAND,20251015,I_MARQUAND,20251015,UNES,SOG03,112651,HQ weekly AP operator (Wednesday cycle)
0000026276,UNES_AP_10,00009,20251015,00001B,44887.00,USD,005056BEA1661FD0,I_MARQUAND,20251015,I_MARQUAND,20251015,UNES,SOG03,112653,HQ weekly AP operator (Wednesday cycle)
0000026277,UNES_AP_10,00002,20251015,00001B,13123.26,USD,005056BEA1661FD0,I_MARQUAND,20251015,I_MARQUAND,20251015,UNES,SOG03,112657,HQ weekly AP operator (Wednesday cycle)
0000026278,UNES_AP_10,00003,20251015,00001B,8299.98,USD,005056BEA1661FD0,I_MARQUAND,20251015,I_MARQUAND,20251015,UNES,SOG03,112659,HQ weekly AP operator (Wednesday cycle)
0000026279,UNES_AP_10,00312,20251015,00001B,1274270.28,USD,005056BEA1661FD0,I_MARQUAND,20251015,I_MARQUAND,20251015,UNES,SOG01,112702,HQ weekly AP operator (Wednesday cycle)
0000026281,UNES_AP_10,00002,20251015,00001B,3782.81,USD,005056BEA1661FD0,I_MARQUAND,20251015,I_MARQUAND,20251015,UNES,SOG01,112709,HQ weekly AP operator (Wednesday cycle)
0000026282,UNES_AP_10,00047,20251015,00001B,435372.58,USD,005056BEA1661FD0,I_MARQUAND,20251015,I_MARQUAND,20251015,UNES,SOG01,112711,HQ weekly AP operator (Wednesday cycle)
0000026283,UNES_AP_EX,00001,20251015,00001B,9000.00,USD,005056BEA1661FD0,I_MARQUAND,20251015,I_MARQUAND,20251015,UNES,SOG01,112711,HQ weekly AP operator (Wednesday cycle)
0000026284,UNES_AP_10,00001,20251015,00001B,4498.27,USD,005056BEA1661FD0,I_MARQUAND,20251015,I_MARQUAND,20251015,UNES,SOG01,112733,HQ weekly AP operator (Wednesday cycle)
0000026285,UNES_AP_10,00048,20251015,00001B,576859.11,USD,005056BEA1661FD0,I_MARQUAND,20251015,I_MARQUAND,20251015,UNES,SOG01,112735,HQ weekly AP operator (Wednesday cycle)
0000026287,UNES_AP_10,00004,20251015,00001B,23183.23,USD,005056BEA1661FD0,I_MARQUAND,20251015,I_MARQUAND,20251015,UNES,CIT21,112752,HQ weekly AP operator (Wednesday cycle)
0000026288,UNES_AP_10,00005,20251015,00001B,17579.27,USD,005056BEA1661FD0,I_MARQUAND,20251015,I_MARQUAND,20251015,UNES,SOG01,112753,HQ weekly AP operator (Wednesday cycle)
0000026289,UNES_AP_10,00045,20251015,00001B,308822.15,USD,005056BEA1661FD0,I_MARQUAND,20251015,I_MARQUAND,20251015,UNES,SOG01,112757,HQ weekly AP operator (Wednesday cycle)
0000026290,UNES_AP_10,00003,20251015,00001B,7813.87,USD,005056BEA1661FD0,I_MARQUAND,20251015,I_MARQUAND,20251015,UNES,SOG01,112815,HQ weekly AP operator (Wednesday cycle)
0000026291,UNES_AP_10,00046,20251015,00001B,134807.96,USD,005056BEA1661FD0,I_MARQUAND,20251015,I_MARQUAND,20251015,UNES,SOG01,112817,HQ weekly AP operator (Wednesday cycle)
0000026292,UNES_AP_EX,00000,20251015,00001B,0.00,USD,005056BEA1661FD0,I_MARQUAND,20251015,I_MARQUAND,20251015,UNES,SOG01,112817,HQ weekly AP operator (Wednesday cycle)
0000026293,UNES_AP_10,00002,20251015,00001B,2545.60,USD,005056BEA1661FD0,I_MARQUAND,20251015,I_MARQUAND,20251015,UNES,SOG01,112834,HQ weekly AP operator (Wednesday cycle)
0000026294,UNES_AP_10,00047,20251015,00001B,80789.17,USD,005056BEA1661FD0,I_MARQUAND,20251015,I_MARQUAND,20251015,UNES,SOG01,112836,HQ weekly AP operator (Wednesday cycle)
0000026295,UNES_AP_EX,00001,20251015,00001B,668.00,USD,005056BEA1661FD0,I_MARQUAND,20251015,I_MARQUAND,20251015,UNES,SOG01,112836,HQ weekly AP operator (Wednesday cycle)
0000026296,UNES_AP_10,00001,20251015,00001B,291.58,USD,005056BEA1661FD0,I_MARQUAND,20251015,I_MARQUAND,20251015,UNES,SOG01,112853,HQ weekly AP operator (Wednesday cycle)
0000026297,PAYROLL,00178,20251015,00026B,392916.04,USD,005056BEA1661FD0,F_DERAKHSHAN,20251015,F_DERAKHSHAN,20251015,UNES,SOG01,153323,Payroll solo operator
0000026298,PAYROLL,00004,20251015,00026B,8569.00,USD,005056BEA1661FD0,F_DERAKHSHAN,20251015,F_DERAKHSHAN,20251015,UNES,SOG01,153326,Payroll solo operator
0000026268,UNES_AP_10,00008,20251014,00001B,6278.84,USD,005056BEA1661FD0,I_MARQUAND,20251014,I_MARQUAND,20251014,UNES,CIT04,093540,HQ weekly AP operator (Wednesday cycle)
0000026269,UNES_AP_10,00004,20251014,00001B,35584.56,USD,005056BEA1661FD0,I_MARQUAND,20251014,I_MARQUAND,20251014,UNES,CIT04,093541,HQ weekly AP operator (Wednesday cycle)
0000026266,UBO_AP_MAX,00065,20251013,00006B,620399.24,BRL,005056BEA1661FD0,E_AMARAL,20251013,E_AMARAL,20251013,UBO,CIT01,173024,UBO Brazil field office (UBO_AP_MAX)
0000026267,UBO_AP_MAX,00004,20251013,00006B,45045.13,BRL,005056BEA1661FD0,E_AMARAL,20251013,E_AMARAL,20251013,UBO,CIT01,173030,UBO Brazil field office (UBO_AP_MAX)
0000026229,UNES_AP_10,00012,20251008,00001B,143165.19,USD,005056BEA1661FD0,C_LOPEZ,20251008,C_LOPEZ,20251008,UNES,SOG01,102520,HQ weekly AP operator (Wednesday cycle)
0000026230,UNES_AP_10,00001,20251008,00001B,55097.00,USD,005056BEA1661FD0,C_LOPEZ,20251008,C_LOPEZ,20251008,UNES,SOG01,102521,HQ weekly AP operator (Wednesday cycle)
0000026231,UNES_AP_10,00002,20251008,00001B,35069.92,USD,005056BEA1661FD0,C_LOPEZ,20251008,C_LOPEZ,20251008,UNES,CIT04,102523,HQ weekly AP operator (Wednesday cycle)
0000026232,UNES_AP_10,00084,20251008,00002B,567688.15,USD,005056BEA1661FD0,C_LOPEZ,20251008,C_LOPEZ,20251008,UNES,CIT04,122326,HQ weekly AP operator (Wednesday cycle)
0000026234,UNES_AP_10,00270,20251008,00002B,1598150.11,USD,005056BEA1661FD0,C_LOPEZ,20251008,C_LOPEZ,20251008,UNES,SOG01,122334,HQ weekly AP operator (Wednesday cycle)
0000026235,UNES_AP_EX,00002,20251008,00002B,3208.78,USD,005056BEA1661FD0,C_LOPEZ,20251008,C_LOPEZ,20251008,UNES,SOG01,122334,HQ weekly AP operator (Wednesday cycle)
0000026236,UNES_AP_10,00001,20251008,00002B,12925.97,USD,005056BEA1661FD0,C_LOPEZ,20251008,C_LOPEZ,20251008,UNES,SOG01,122340,HQ weekly AP operator (Wednesday cycle)
0000026237,UNES_AP_10,00049,20251008,00002B,498765.24,USD,005056BEA1661FD0,C_LOPEZ,20251008,C_LOPEZ,20251008,UNES,SOG01,122342,HQ weekly AP operator (Wednesday cycle)
0000026238,UNES_AP_10,00012,20251008,00002B,52212.67,USD,005056BEA1661FD0,C_LOPEZ,20251008,C_LOPEZ,20251008,UNES,SOG03,122357,HQ weekly AP operator (Wednesday cycle)
0000026239,UNES_AP_10,00003,20251008,00002B,9545.67,USD,005056BEA1661FD0,C_LOPEZ,20251008,C_LOPEZ,20251008,UNES,SOG03,122404,HQ weekly AP operator (Wednesday cycle)
0000026240,UNES_AP_10,00006,20251008,00002B,13178.50,USD,005056BEA1661FD0,C_LOPEZ,20251008,C_LOPEZ,20251008,UNES,SOG01,122407,HQ weekly AP operator (Wednesday cycle)
0000026241,UNES_AP_10,00043,20251008,00002B,326022.52,USD,005056BEA1661FD0,C_LOPEZ,20251008,C_LOPEZ,20251008,UNES,SOG01,122410,HQ weekly AP operator (Wednesday cycle)
0000026242,UNES_AP_EX,00001,20251008,00002B,15000.00,USD,005056BEA1661FD0,C_LOPEZ,20251008,C_LOPEZ,20251008,UNES,SOG01,122410,HQ weekly AP operator (Wednesday cycle)
0000026243,UNES_AP_10,00003,20251008,00002B,9931.85,USD,005056BEA1661FD0,C_LOPEZ,20251008,C_LOPEZ,20251008,UNES,SOG01,122427,HQ weekly AP operator (Wednesday cycle)
0000026244,UNES_AP_10,00047,20251008,00002B,450387.23,USD,005056BEA1661FD0,C_LOPEZ,20251008,C_LOPEZ,20251008,UNES,SOG01,122430,HQ weekly AP operator (Wednesday cycle)
0000026245,UNES_AP_10,00002,20251008,00002B,5949.75,USD,005056BEA1661FD0,C_LOPEZ,20251008,C_LOPEZ,20251008,UNES,CIT21,122450,HQ weekly AP operator (Wednesday cycle)
0000026246,UNES_AP_10,00004,20251008,00002B,12925.97,USD,005056BEA1661FD0,C_LOPEZ,20251008,C_LOPEZ,20251008,UNES,SOG01,122452,HQ weekly AP operator (Wednesday cycle)
0000026247,UNES_AP_10,00041,20251008,00002B,128332.28,USD,005056BEA1661FD0,C_LOPEZ,20251008,C_LOPEZ,20251008,UNES,SOG01,122455,HQ weekly AP operator (Wednesday cycle)
0000026248,UNES_AP_EX,00004,20251008,00002B,5125.00,USD,005056BEA1661FD0,C_LOPEZ,20251008,C_LOPEZ,20251008,UNES,SOG01,122455,HQ weekly AP operator (Wednesday cycle)
0000026249,UNES_AP_EX,00001,20251008,00002B,2644.07,USD,005056BEA1661FD0,C_LOPEZ,20251008,C_LOPEZ,20251008,UNES,SOG01,122523,HQ weekly AP operator (Wednesday cycle)
0000026250,UNES_AP_10,00049,20251008,00002B,158447.67,USD,005056BEA1661FD0,C_LOPEZ,20251008,C_LOPEZ,20251008,UNES,SOG01,122526,HQ weekly AP operator (Wednesday cycle)
0000026251,UNES_AP_10,00031,20251008,00002B,46889.53,USD,005056BEA1661FD0,C_LOPEZ,20251008,C_LOPEZ,20251008,UNES,SOG01,122552,HQ weekly AP operator (Wednesday cycle)
0000026221,UBO_AP_MAX,00046,20251003,00004B,707157.97,BRL,005056BEA1661FD0,E_AMARAL,20251003,E_AMARAL,20251003,UBO,CIT01,161842,UBO Brazil field office (UBO_AP_MAX)
0000026223,UBO_AP_MAX,00002,20251003,00004B,1969.67,BRL,005056BEA1661FD0,E_AMARAL,20251003,E_AMARAL,20251003,UBO,CIT01,161847,UBO Brazil field office (UBO_AP_MAX)
0000026216,UNES_AP_10,00002,20251002,00001B,442259.66,USD,005056BEA1661FD0,I_MARQUAND,20251002,I_MARQUAND,20251002,UNES,SOG01,103606,HQ weekly AP operator (Wednesday cycle)
0000026217,UNES_AP_10,00001,20251002,00001B,67.15,USD,005056BEA1661FD0,I_MARQUAND,20251002,I_MARQUAND,20251002,UNES,SOG03,103607,HQ weekly AP operator (Wednesday cycle)
0000026193,UNES_AP_10,00003,20251001,00002B,1934.42,USD,005056BEA1661FD0,I_MARQUAND,20251001,I_MARQUAND,20251001,UNES,SOG01,115943,HQ weekly AP operator (Wednesday cycle)
0000026194,UNES_AP_10,00045,20251001,00002B,666442.54,USD,005056BEA1661FD0,I_MARQUAND,20251001,I_MARQUAND,20251001,UNES,SOG01,115946,HQ weekly AP operator (Wednesday cycle)
0000026195,UNES_AP_EX,00001,20251001,00002B,3152.00,USD,005056BEA1661FD0,I_MARQUAND,20251001,I_MARQUAND,20251001,UNES,SOG01,115946,HQ weekly AP operator (Wednesday cycle)
0000026196,UNES_AP_10,00051,20251001,00002B,436658.62,USD,005056BEA1661FD0,I_MARQUAND,20251001,I_MARQUAND,20251001,UNES,CIT04,120004,HQ weekly AP operator (Wednesday cycle)
0000026197,UNES_AP_IK,00002,20251001,00002B,102100.34,USD,005056BEA1661FD0,I_MARQUAND,20251001,I_MARQUAND,20251001,UNES,CIT04,120004,HQ weekly AP operator (Wednesday cycle)
0000026198,UNES_AP_10,00310,20251001,00002B,2417876.02,USD,005056BEA1661FD0,I_MARQUAND,20251001,I_MARQUAND,20251001,UNES,SOG01,120010,HQ weekly AP operator (Wednesday cycle)
0000026199,UNES_AP_EX,00003,20251001,00002B,3188.00,USD,005056BEA1661FD0,I_MARQUAND,20251001,I_MARQUAND,20251001,UNES,SOG01,120010,HQ weekly AP operator (Wednesday cycle)
0000026200,UNES_AP_10,00018,20251001,00002B,54590.62,USD,005056BEA1661FD0,I_MARQUAND,20251001,I_MARQUAND,20251001,UNES,CIT04,120017,HQ weekly AP operator (Wednesday cycle)
0000026201,UNES_AP_10,00006,20251001,00002B,8961.50,USD,005056BEA1661FD0,I_MARQUAND,20251001,I_MARQUAND,20251001,UNES,CIT04,120020,HQ weekly AP operator (Wednesday cycle)
0000026202,UNES_AP_10,00004,20251001,00002B,26501.29,USD,005056BEA1661FD0,I_MARQUAND,20251001,I_MARQUAND,20251001,UNES,SOG01,120022,HQ weekly AP operator (Wednesday cycle)
0000026203,UNES_AP_10,00046,20251001,00002B,470151.82,USD,005056BEA1661FD0,I_MARQUAND,20251001,I_MARQUAND,20251001,UNES,SOG01,120025,HQ weekly AP operator (Wednesday cycle)
0000026204,UNES_AP_10,00003,20251001,00002B,17233.87,USD,005056BEA1661FD0,I_MARQUAND,20251001,I_MARQUAND,20251001,UNES,SOG03,120043,HQ weekly AP operator (Wednesday cycle)
0000026205,UNES_AP_10,00001,20251001,00002B,1050.56,USD,005056BEA1661FD0,I_MARQUAND,20251001,I_MARQUAND,20251001,UNES,SOG03,120046,HQ weekly AP operator (Wednesday cycle)
0000026206,UNES_AP_10,00003,20251001,00002B,6460.40,USD,005056BEA1661FD0,I_MARQUAND,20251001,I_MARQUAND,20251001,UNES,SOG01,120049,HQ weekly AP operator (Wednesday cycle)
0000026207,UNES_AP_10,00046,20251001,00002B,200721.71,USD,005056BEA1661FD0,I_MARQUAND,20251001,I_MARQUAND,20251001,UNES,SOG01,120051,HQ weekly AP operator (Wednesday cycle)
0000026208,UNES_AP_EX,00001,20251001,00002B,2750.00,USD,005056BEA1661FD0,I_MARQUAND,20251001,I_MARQUAND,20251001,UNES,SOG01,120051,HQ weekly AP operator (Wednesday cycle)
0000026209,UNES_AP_10,00001,20251001,00002B,789.00,USD,005056BEA1661FD0,I_MARQUAND,20251001,I_MARQUAND,20251001,UNES,SOG01,120111,HQ weekly AP operator (Wednesday cycle)
0000026210,UNES_AP_10,00014,20251001,00002B,90336.58,USD,005056BEA1661FD0,I_MARQUAND,20251001,I_MARQUAND,20251001,UNES,SOG01,120113,HQ weekly AP operator (Wednesday cycle)
0000026213,UBO_AP_MAX,00055,20251001,00023B,732410.17,BRL,005056BEA1661FD0,E_AMARAL,20251001,E_AMARAL,20251001,UBO,CIT01,183342,UBO Brazil field office (UBO_AP_MAX)
0000026215,UBO_AP_MAX,00001,20251001,00024B,2339.31,BRL,005056BEA1661FD0,E_AMARAL,20251001,E_AMARAL,20251001,UBO,CIT01,183455,UBO Brazil field office (UBO_AP_MAX)
0000026189,PAYROLL,00154,20250930,00003B,251835.80,USD,005056BEA1661FD0,F_DERAKHSHAN,20250930,F_DERAKHSHAN,20250930,UNES,SOG01,150013,Payroll solo operator
0000026190,PAYROLL,00005,20250930,00003B,15726.60,USD,005056BEA1661FD0,F_DERAKHSHAN,20250930,F_DERAKHSHAN,20250930,UNES,SOG01,150017,Payroll solo operator
0000026191,PAYROLL,00001,20250930,00003B,1881.00,USD,005056BEA1661FD0,F_DERAKHSHAN,20250930,F_DERAKHSHAN,20250930,UNES,CIT04,150020,Payroll solo operator
0000026185,UBO_AP_MAX,00074,20250929,00002B,724293.23,BRL,005056BEA1661FD0,E_AMARAL,20250929,E_AMARAL,20250929,UBO,CIT01,171504,UBO Brazil field office (UBO_AP_MAX)
0000026188,UBO_AP_MAX,00003,20250929,00003B,24946.78,BRL,005056BEA1661FD0,E_AMARAL,20250929,E_AMARAL,20250929,UBO,CIT01,171516,UBO Brazil field office (UBO_AP_MAX)
0000026187,UBO_AP_MAX,00002,20250929,00002B,767.65,BRL,005056BEA1661FD0,E_AMARAL,20250929,E_AMARAL,20250929,UBO,CIT01,171512,UBO Brazil field office (UBO_AP_MAX)
0000026180,UNES_AP_10,00003,20250926,00001B,61106.28,USD,005056BEA1661FD0,I_MARQUAND,20250926,I_MARQUAND,20250930,UNES,CIT04,095159,HQ weekly AP operator (Wednesday cycle)
0000026182,UNES_AP_10,00003,20250926,00001B,16942.26,USD,005056BEA1661FD0,I_MARQUAND,20250926,I_MARQUAND,20250930,UNES,SOG01,095200,HQ weekly AP operator (Wednesday cycle)
0000026139,UNES_AP_10,00007,20250924,00003B,46237.60,USD,005056BEA1661FD0,C_LOPEZ,20250924,C_LOPEZ,20250924,UNES,SOG01,104945,HQ weekly AP operator (Wednesday cycle)
0000026140,UNES_AP_10,00001,20250924,00003B,7447.71,USD,005056BEA1661FD0,C_LOPEZ,20250924,C_LOPEZ,20250924,UNES,CIT04,104945,HQ weekly AP operator (Wednesday cycle)
0000026141,UNES_AP_10,00248,20250924,00004B,2138417.18,USD,005056BEA1661FD0,C_LOPEZ,20250924,C_LOPEZ,20250924,UNES,SOG01,120135,HQ weekly AP operator (Wednesday cycle)
0000026143,UNES_AP_10,00001,20250924,00004B,1819.67,USD,005056BEA1661FD0,C_LOPEZ,20250924,C_LOPEZ,20250924,UNES,SOG01,120141,HQ weekly AP operator (Wednesday cycle)
0000026144,UNES_AP_10,00049,20250924,00004B,502440.90,USD,005056BEA1661FD0,C_LOPEZ,20250924,C_LOPEZ,20250924,UNES,SOG01,120143,HQ weekly AP operator (Wednesday cycle)
0000026145,UNES_AP_10,00048,20250924,00004B,710460.90,USD,005056BEA1661FD0,C_LOPEZ,20250924,C_LOPEZ,20250924,UNES,CIT04,120159,HQ weekly AP operator (Wednesday cycle)
0000026146,UNES_AP_IK,00001,20250924,00004B,152.00,USD,005056BEA1661FD0,C_LOPEZ,20250924,C_LOPEZ,20250924,UNES,CIT04,120159,HQ weekly AP operator (Wednesday cycle)
0000026147,UNES_AP_10,00004,20250924,00004B,47061.50,USD,005056BEA1661FD0,C_LOPEZ,20250924,C_LOPEZ,20250924,UNES,SOG03,120204,HQ weekly AP operator (Wednesday cycle)
0000026148,UNES_AP_10,00004,20250924,00004B,17826.00,USD,005056BEA1661FD0,C_LOPEZ,20250924,C_LOPEZ,20250924,UNES,SOG03,120207,HQ weekly AP operator (Wednesday cycle)
0000026149,UNES_AP_10,00005,20250924,00004B,14718.87,USD,005056BEA1661FD0,C_LOPEZ,20250924,C_LOPEZ,20250924,UNES,CIT21,120210,HQ weekly AP operator (Wednesday cycle)
0000026150,UNES_AP_10,00008,20250924,00004B,112960.64,USD,005056BEA1661FD0,C_LOPEZ,20250924,C_LOPEZ,20250924,UNES,SOG01,120211,HQ weekly AP operator (Wednesday cycle)
0000026151,UNES_AP_10,00042,20250924,00004B,392218.18,USD,005056BEA1661FD0,C_LOPEZ,20250924,C_LOPEZ,20250924,UNES,SOG01,120216,HQ weekly AP operator (Wednesday cycle)
0000026152,UNES_AP_10,00006,20250924,00004B,30446.91,USD,005056BEA1661FD0,C_LOPEZ,20250924,C_LOPEZ,20250924,UNES,SOG01,120229,HQ weekly AP operator (Wednesday cycle)
0000026153,UNES_AP_10,00043,20250924,00004B,702640.12,USD,005056BEA1661FD0,C_LOPEZ,20250924,C_LOPEZ,20250924,UNES,SOG01,120232,HQ weekly AP operator (Wednesday cycle)
0000026154,UNES_AP_EX,00001,20250924,00004B,882.00,USD,005056BEA1661FD0,C_LOPEZ,20250924,C_LOPEZ,20250924,UNES,SOG01,120232,HQ weekly AP operator (Wednesday cycle)
0000026155,UNES_AP_10,00003,20250924,00004B,6362.26,USD,005056BEA1661FD0,C_LOPEZ,20250924,C_LOPEZ,20250924,UNES,SOG01,120246,HQ weekly AP operator (Wednesday cycle)
0000026156,UNES_AP_10,00047,20250924,00004B,146460.47,USD,005056BEA1661FD0,C_LOPEZ,20250924,C_LOPEZ,20250924,UNES,SOG01,120249,HQ weekly AP operator (Wednesday cycle)
0000026157,UNES_AP_10,00006,20250924,00004B,17730.33,USD,005056BEA1661FD0,C_LOPEZ,20250924,C_LOPEZ,20250924,UNES,SOG01,120303,HQ weekly AP operator (Wednesday cycle)
0000026158,UBO_AP_MAX,00022,20250924,00030B,325300.63,BRL,005056BEA1661FD0,E_AMARAL,20250924,E_AMARAL,20250924,UBO,CIT01,152723,UBO Brazil field office (UBO_AP_MAX)
0000026161,UBO_AP_MAX,00001,20250924,00032B,39499.01,BRL,005056BEA1661FD0,E_AMARAL,20250924,E_AMARAL,20250924,UBO,CIT01,152738,UBO Brazil field office (UBO_AP_MAX)
0000026162,UBO_AP_MAX,00001,20250924,00033B,39277.65,BRL,005056BEA1661FD0,E_AMARAL,20250924,E_AMARAL,20250924,UBO,CIT01,152743,UBO Brazil field office (UBO_AP_MAX)
0000026163,UBO_AP_MAX,00001,20250924,00034B,28351.62,BRL,005056BEA1661FD0,E_AMARAL,20250924,E_AMARAL,20250924,UBO,CIT01,152753,UBO Brazil field office (UBO_AP_MAX)
