LENGTH,MSG_CLASS_SCREEN,MP_OFFSET,MP_SC_OFFSET,MSG_NUM_EXIT,NODE_TYPE,CV_RULE,X_COMPLTAB,MP_SELECTION,TAB_KEYFLD,CRLF_ONLY,REACT_LEV_SCREEN,MP_SC_TAB,MP_EXIT_FUNC,DATA_TYPE,TREE_TYPE,FIRSTCHILD_ID,PARENT_ID,MSG_CLASS_EXIT,EX_STATUS,ATOM_HANDL,MP_SC_FLD,VERSION,SHIFTED_OUTPUT,SEGM_CR,TDFORM_NAME,NODE_ID,LEV,MP_CUKY_FLD,SEGM_END,INT_DATA_TYPE,LENGTH_IN_BYTES,TECH_NAME,MP_SC_NODE_ATTR,TREE_ID,SEGM_LF,REF_NAME,MP_CUKY_TAB,MSG_NUM_SCREEN,_tree_id,REACT_LEV_EXIT,MP_SC_NODE,MP_CONST,MP_IF_TP,BROTHER_ID,MP_SC_REF_NAME,CK_EXIT_FUNC,CV_SOURCE_FORMAT,TRAILER
0015,                    ,000,000,,ELEM,AL.=      ,,4,      , , ,                              ,                              ,P,PAYM,N_6740034510,N_0713295400,                    , ,  ,                              ,000, , ,                    ,N_6313082130,000,                              , , ,,TaxblBaseAmt                                      ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01, ,            ,                                                                                                                                    , ,N_1061862380,            ,                              ,          , 
0000,                    ,000,000,,ELEM,          ,,8,      , , ,                              ,                              ,C,PAYM,N_7937451360,N_4889343760,                    , ,  ,                              ,000, , ,                    ,N_6349949300,000,                              , , ,,Tp                                                ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01, ,            ,                                                                                                                                    , ,N_3700963820,            ,                              ,          , 
0000,                    ,000,000,,ELEM,          ,,8,      , , ,                              ,                              ,C,PAYM,N_9662548640,N_6140636800,                    , ,  ,                              ,000, , ,                    ,N_6390687550,000,                              , , ,,ChqInstr                                          ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01, ,            ,                                                                                                                                    , ,N_8629954100,            ,                              ,          , 
0035,                    ,000,000,,ATOM,CLU      X,,5,      , , ,                              ,/CITIPMW/V3_EXIT_CGI_DEBT_NAME,C,PAYM,            ,N_5550014590,                    ,1,  ,                              ,000, , ,                    ,N_6405783520,000,                              , , ,,NAMEZ                                             ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01, ,            ,                                                                                                                                    , ,N_5636152150,            ,                              ,          , 
0035,                    ,000,000,,ELEM,          ,,2,      , , ,FPAYHX                        ,                              ,C,PAYM,            ,N_4306264090,                    , ,  ,J_3RF_101                     ,000, , ,                    ,N_6414801900,000,                              , , ,,DbtrSts                                           ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01, ,            ,                                                                                                                                    ,1,N_2582345680,            ,                              ,          , 
0018,                    ,000,000,,ELEM,          ,,5,      , , ,                              ,/CITIPMW/V3_EXIT_CGI_TAX_SQNB ,C,PAYM,            ,N_8573175080,                    , ,  ,                              ,000, , ,                    ,N_6422445660,000,                              , , ,,SeqNb                                             ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01, ,            ,                                                                                                                                    , ,N_4306264090,            ,                              ,          , 
0000,                    ,000,000,,ELEM,          ,,1,      , , ,                              ,                              ,C,PAYM,            ,N_9932637660,                    , ,  ,                              ,000, , ,                    ,N_6446172890,000,                              , , ,,Id                                                ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01, ,            ,                                                                                                                                    , ,N_3881561590,            ,                              ,          , 
0004,                    ,000,000,,ELEM,          ,,2,      , , ,FPAYHX                        ,                              ,C,PAYM,            ,N_4187255010,                    , ,  ,CDTR_ACCT_TP_CD               ,000, , ,                    ,N_6449146560,000,                              , , ,,Cd                                                ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01, ,N_6720139780,                                                                                                                                    ,1,N_8463486310,            ,                              ,          , 
0000,                    ,000,000,,ELEM,          ,,8,      , , ,                              ,                              ,C,PAYM,N_8105210000,N_0995782040,                    , ,  ,                              ,000, , ,                    ,N_6453367790,000,                              , , ,,SchmeNm                                           ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01, ,            ,                                                                                                                                    , ,N_0481949400,            ,                              ,          , 
0000,                    ,000,000,,ELEM,          ,,2,      , , ,FPAYHX                        ,                              ,C,PAYM,            ,N_4090228550,                    , ,  ,INSCODE2                      ,000, , ,                    ,N_6471558700,000,                              , , ,,Cd                                                ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01, ,            ,                                                                                                                                    ,1,N_2371588520,            ,                              ,          , 
0000,                    ,000,000,,ELEM,          ,,8,      , , ,                              ,                              ,C,PAYM,N_1035695340,N_6140636800,                    , ,  ,                              ,000, , ,                    ,N_6482534230,000,                              , , ,,CdtrAgtAcct                                       ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01, ,            ,                                                                                                                                    , ,N_3576433990,            ,                              ,          , 
0002,                    ,000,000,,ELEM,          ,,2,      , , ,FPAYHX                        ,                              ,C,PAYM,            ,N_2368849090,                    , ,  ,ZLISO                         ,000, , ,                    ,N_6501921410,000,                              , , ,,Ctry                                              ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01, ,            ,                                                                                                                                    ,1,N_5812076180,            ,                              ,          , 
0035,                    ,000,000,,ELEM,          ,,6,      , , ,                              ,                              ,C,PAYM,N_0440681880,N_5101952720,                    , ,  ,                              ,000, , ,                    ,N_6519881200,000,                              , , ,,Id                                                ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01, ,            ,                                                                                                                                    ,1,            ,            ,                              ,          , 
0000,                    ,000,000,,ELEM,          ,,8,      , , ,                              ,                              ,C,PAYM,N_5550014590,N_9996937180,"
                  ", ,  ,                              ,000, , ,                    ,N_6528960200,002,                              , , ,,Dbtr                                              ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01,"",            ,                                                                                                                                    , ,N_4889343760,            ,"
                            ",          , 
0035,                    ,000,000,,ELEM,          ,,2,      , , ,FPAYHX                        ,                              ,C,PAYM,            ,N_3460219500,                    , ,  ,CTGYPURP_PRTY                 ,000, , ,                    ,N_6555567710,000,                              , , ,,Prtry                                             ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,CPP         ,,   ,/CITI/XML/UNESCO/DC_V3_01, ,N_8463928980,                                                                                                                                    ,1,            ,            ,                              ,          , 
0035,                    ,000,000,,ATOM,CLURP  RMX,,2,      , , ,FPAYH                         ,                              ,C,PAYM,            ,N_3708282600,                    , ,  ,ZORT1                         ,000, , ,                    ,N_6556327750,000,                              , , ,,City_HR                                           ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01, ,            ,                                                                                                                                    ,1,            ,            ,                              ,          , 
0000,                    ,000,000,,ELEM,          ,,8,      , , ,                              ,                              ,C,PAYM,N_6068554200,N_0280208270,                    , ,  ,                              ,000, , ,                    ,N_6602666660,000,                              , , ,,ClrSysMmbId                                       ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01, ,            ,                                                                                                                                    , ,N_5713803370,            ,                              ,          , 
0002,                    ,005,004,,ATOM,CL        ,,2,      , , ,FPAYH                         ,                              ,C,PAYM,            ,N_7464703350,"
                  ", ,  ,VALUT                         ,000, , ,                    ,N_6625164320,000,                              , , ,,MM                                                ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01,"",            ,                                                                                                                                    ,1,N_0183508170,            ,"
                            ",          , 
0000,                    ,000,000,,ELEM,          ,,1,      , , ,                              ,                              ,C,PAYM,            ,N_3892358920,                    , ,  ,                              ,000, , ,                    ,N_6634063580,000,                              , , ,,CityOfBirth                                       ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01, ,            ,                                                                                                                                    , ,N_9112751820,            ,                              ,          , 
0000,                    ,000,000,,ELEM,          ,,1,      , , ,                              ,                              ,C,PAYM,            ,N_3255409070,                    , ,  ,                              ,000, , ,                    ,N_6637986090,000,                              , , ,,RegnId                                            ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01, ,            ,                                                                                                                                    , ,N_3101406650,            ,                              ,          , 
0004,                    ,000,000,,ATOM,CL        ,,2,      , , ,FPAYP                         ,                              ,C,PAYM,            ,N_3437491910,                    , ,  ,BLDAT                         ,000, , ,                    ,N_6642663320,000,                              , , ,,YYYY                                              ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01, ,            ,                                                                                                                                    ,1,N_7883507970,            ,                              ,          , 
0005,                    ,000,000,,ELEM,          ,,2,      , , ,FPAYHX                        ,                              ,C,PAYM,            ,N_9996937180,                    , ,  ,CHQ_DLVRYMTD_CD               ,000, , ,                    ,N_6661872290,000,                              , , ,,BtchBookg                                         ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01, ,            ,                                                                                                                                    ,1,N_4271593210,            ,                              ,          , 
0013,                    ,000,000,,ATOM,CLU      X,,5,      , , ,                              ,/CITIPMW/V3_EXIT_CGI_CRED_NM2 ,C,PAYM,            ,N_7583595070,                    , ,  ,                              ,000, , ,                    ,N_6699169780,000,                              , , ,,ZNME2_JP                                          ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01, ,            ,                                                                                                                                    , ,N_5899858930,            ,                              ,          , 
0140,                    ,000,000,,ELEM,          ,,2,      , , ,FPAYHX                        ,                              ,C,PAYM,            ,N_8438607260,                    , ,  ,LALA12                        ,000, , ,                    ,N_6706962570,000,                              , , ,,AddtlInf                                          ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01, ,            ,                                                                                                                                    ,1,            ,            ,                              ,          , 
0000,                    ,000,000,,ELEM,          ,,8,      , , ,                              ,                              ,C,PAYM,N_8823584800,N_1193763410,                    , ,  ,                              ,000, , ,                    ,N_6716821800,000,                              , , ,,SchmeNm                                           ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01, ,            ,                                                                                                                                    , ,            ,            ,                              ,          , 
0000,                    ,000,000,,ELEM,          ,,1,      , , ,                              ,                              ,C,PAYM,            ,N_2022209510,                    , ,  ,                              ,000, , ,                    ,N_6722371820,000,                              , , ,,Titl                                              ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01, ,            ,                                                                                                                                    , ,N_2345411990,            ,                              ,          , 
0000,                    ,000,000,,XMAT,          ,,2,      , , ,FPAYHX                        ,                              ,C,PAYM,            ,N_6313082130,                    , ,  ,WAERS                         ,000, , ,                    ,N_6740034510,000,                              , , ,,Ccy                                               ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01, ,            ,                                                                                                                                    ,1,            ,            ,                              ,          , 
0000,                    ,000,000,,ELEM,          ,,6,      , , ,                              ,                              ,C,PAYM,N_2125044480,N_8603430590,                    , ,02,                              ,000, , ,                    ,N_6749660800,000,                              , , ,,InstrInf                                          ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01, ,            ,                                                                                                                                    ,1,            ,            ,                              ,          , 
0035,                    ,000,000,,ELEM,          ,,2,      , , ,FPAYH                         ,                              ,C,PAYM,            ,N_0898452660,                    , ,  ,BNKL1                         ,000, , ,                    ,N_6762287270,000,                              , , ,,MmbId                                             ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01, ,            ,                                                                                                                                    ,1,            ,            ,                              ,          , 
0140,                    ,000,000,,ELEM,          ,,2,      , , ,FPAYHX                        ,                              ,C,PAYM,            ,N_9457612320,                    , ,  ,LALA26                        ,000, , ,                    ,N_6766393460,000,                              , , ,,AddtlInf                                          ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01, ,            ,                                                                                                                                    ,1,            ,            ,                              ,          , 
0004,                    ,000,000,,ATOM,          ,,1,      , , ,                              ,                              ,C,PAYM,            ,N_1871841180,                    , ,  ,                              ,000, , ,                    ,N_6783233160,000,                              , , ,,HIGH                                              ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01, ,            ,HIGH                                                                                                                                , ,N_8374222000,            ,                              ,          , 
0140,                    ,000,000,,ELEM,CLURP    X,,2,      , , ,FPAYHX                        ,                              ,C,PAYM,            ,N_9054091070,                    , ,  ,LALC07                        ,000, , ,                    ,N_6794255720,000,                              , , ,,Ustrd                                             ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01, ,            ,                                                                                                                                    ,1,N_9382465020,            ,                              ,          , 
0000,                    ,000,000,,ELEM,          ,,6,      , , ,                              ,                              ,C,PAYM,N_8277375040,N_4579473430,                    , ,  ,                              ,000, , ,                    ,N_6801554330,000,                              , , ,,RmtLctnMtd                                        ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01, ,            ,                                                                                                                                    ,1,N_1407190550,            ,                              ,          , 
0035,                    ,000,000,,ELEM,          ,,5,      , , ,                              ,DMEE_EXIT_SEPA_21             ,C,PAYM,            ,N_9996937180,                    , ,  ,                              ,000, , ,                    ,N_6842446000,002,                              , , ,,PmtInfId                                          ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01, ,            ,                                                                                                                                    , ,N_3458016510,            ,                              ,          , 
0035,                    ,000,000,,ELEM,          ,,3,      , , ,                              ,                              ,C,PAYM,            ,N_5795728220,                    , ,  ,                              ,000, , ,                    ,N_6848041840,000,                              , , ,,Issr                                              ,1 ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01, ,N_9017170520,                                                                                                                                    , ,            ,IR          ,                              ,          , 
0015,                    ,000,000,,ELEM,CL        ,,2,      , , ,FPAYHX                        ,                              ,C,PAYM,N_9774034860,N_9621585900,                    , ,  ,LALB11                        ,000, , ,                    ,N_6853832400,000,                              , , ,,TtlAmt                                            ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01, ,            ,                                                                                                                                    ,1,            ,            ,                              ,          , 
0130,                    ,000,000,,ELEM,CLURP    X,,2,1     , , ,DMEE_PAYD                     ,                              ,C,PAYM,            ,N_9054091070,                    , ,  ,TEXT                          ,000, , ,                    ,N_6858961910,000,                              , , ,,Ustrd                                             ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01, ,            ,                                                                                                                                    ,3,N_4193798890,            ,                              ,          , 
0000,                    ,000,000,,ELEM,          ,,8,      , , ,                              ,                              ,C,PAYM,N_8639951430,N_4646243930,                    , ,  ,                              ,000, , ,                    ,N_6862284960,000,                              , , ,,Id                                                ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01, ,            ,                                                                                                                                    , ,N_9627585640,            ,                              ,          , 
0015,                    ,000,000,,ELEM,CL        ,,2,      , , ,FPAYHX                        ,                              ,C,PAYM,N_7272750980,N_9424460360,                    , ,  ,LALB19                        ,000, , ,                    ,N_6888118650,000,                              , , ,,TtlAmt                                            ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01, ,            ,                                                                                                                                    ,1,            ,            ,                              ,          , 
0000,                    ,000,000,,ELEM,          ,,1,      , , ,                              ,                              ,C,PAYM,            ,N_8159862290,                    , ,  ,                              ,000, , ,                    ,N_6891267680,000,                              , , ,,Id                                                ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01, ,            ,                                                                                                                                    , ,            ,            ,                              ,          , 
0000,                    ,000,000,,ELEM,          ,,1,      , , ,                              ,                              ,C,PAYM,N_5485575790,N_3627217200,                    , ,  ,                              ,000, , ,                    ,N_6979004900,000,                              , , ,,Amt                                               ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01, ,            ,                                                                                                                                    , ,N_4008240200,            ,                              ,          , 
0004,                    ,000,000,,ATOM,          ,,1,      , , ,                              ,                              ,C,PAYM,            ,N_3434772940,                    , ,  ,                              ,000, , ,                    ,N_6991321150,000,                              , , ,,CREN                                              ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01, ,            ,CREN                                                                                                                                , ,            ,            ,                              ,          , 
0140,                    ,000,000,,ELEM,          ,,2,      , , ,FPAYHX                        ,                              ,C,PAYM,            ,N_2953700470,                    , ,  ,LALA16                        ,000, , ,                    ,N_6995161780,000,                              , , ,,AddtlInf                                          ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01, ,            ,                                                                                                                                    ,1,            ,            ,                              ,          , 
0000,                    ,000,000,,ELEM,          ,,1,      , , ,                              ,                              ,C,PAYM,            ,N_3576433990,                    , ,  ,                              ,000, , ,                    ,N_7033389560,000,                              , , ,,CtryOfRes                                         ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01, ,            ,                                                                                                                                    , ,N_5055793890,            ,                              ,          , 
0140,                    ,000,000,,ELEM,          ,,2,      , , ,FPAYHX                        ,                              ,C,PAYM,            ,N_1382402190,                    , ,  ,LALA15                        ,000, , ,                    ,N_7049382280,000,                              , , ,,AddtlInf                                          ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01, ,            ,                                                                                                                                    ,1,            ,            ,                              ,          , 
0000,                    ,000,000,,ELEM,          ,,1,      , , ,                              ,                              ,C,PAYM,            ,N_4430054080,                    , ,  ,                              ,000, , ,                    ,N_7069275940,000,                              , , ,,Nm                                                ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01, ,            ,                                                                                                                                    , ,N_9339588240,            ,                              ,          , 
0015,                    ,000,000,,ELEM,AL.=      ,,2,      , , ,FPAYP                         ,                              ,P,PAYM,N_8079247650,N_8165899330,                    , ,  ,WRBTR                         ,000, , ,                    ,N_7069851560,000,WAERS                         , ,A,,CdtNoteAmt                                        ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,FPAYP,   ,/CITI/XML/UNESCO/DC_V3_01, ,            ,                                                                                                                                    ,1,N_1445731700,            ,                              ,          , 
0000,                    ,000,000,,ATOM,CLURP    X,,5,      , , ,                              ,/CITIPMW/V3_CGI_CRED_STREET   ,C,PAYM,            ,N_3825417170,                    , ,  ,                              ,000, , ,                    ,N_7104674210,000,                              , , ,,Street                                            ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01, ,            ,                                                                                                                                    , ,N_5842785590,            ,                              ,          , 
0002,                    ,005,004,,ATOM,CL        ,,2,      , , ,SYST                          ,                              ,C,PAYM,            ,N_9556505720,                    , ,  ,DATLO                         ,000, , ,                    ,N_7108843990,000,                              , , ,,MM                                                ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01, ,            ,                                                                                                                                    ,5,N_2309066750,            ,                              ,          , 
0004,                    ,000,000,,ATOM,          ,,1,      , , ,                              ,                              ,C,PAYM,            ,N_7404929700,                    , ,  ,                              ,000, , ,                    ,N_7122425980,000,                              , , ,,SHAR                                              ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01, ,            ,SHAR                                                                                                                                , ,N_3764137940,            ,                              ,          , 
0000,                    ,000,000,,TECH,          ,,5,      , , ,                              ,DMEE_EXIT_SEPA_41             ,C,PAYM,            ,N_8923081630,                    , ,  ,                              ,000, , ,                    ,N_7140085050,002,                              , , ,,PmtTrailer                                        ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01, ,            ,                                                                                                                                    , ,            ,            ,                              ,          , 
0000,                    ,000,000,,ELEM,          ,,6,      , , ,                              ,                              ,C,PAYM,N_3058557400,N_8438358070,                    , ,  ,                              ,000, , ,                    ,N_7154306150,000,                              , , ,,Nm                                                ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01, ,            ,                                                                                                                                    ,1,N_1957890550,            ,                              ,          , 
0001,                    ,007,000,,ATOM,CL        ,,1,      , , ,                              ,                              ,C,PAYM,            ,N_9980466550,"
                  ", ,  ,                              ,000, , ,                    ,N_7167845750,000,                              , , ,,-                                                 ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01,"",            ,-                                                                                                                                   , ,N_3186209280,            ,"
                            ",          , 
0035,                    ,000,000,,ELEM,          ,,2,      , , ,FPAYHX                        ,                              ,C,PAYM,            ,N_7338969980,                    , ,  ,DLVRYMTD_PRTY                 ,000, , ,                    ,N_7187720450,000,                              , , ,,Prtry                                             ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01, ,            ,                                                                                                                                    ,1,            ,            ,                              ,          , 
0035,                    ,000,000,,ELEM,          ,,5,      , , ,                              ,/CITIPMW/V3_CGI_TAX_CTGRY_DTLS,C,PAYM,            ,N_4306264090,                    , ,  ,                              ,000, , ,                    ,N_7196273690,000,                              , , ,,CtgyDtls                                          ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01, ,            ,                                                                                                                                    , ,N_6414801900,            ,                              ,          , 
0070,                    ,000,000,,ELEM,CL       X,,2,      , , ,FPAYHX                        ,                              ,C,PAYM,            ,N_8694918840,                    , ,  ,AGNT1STRAS                    ,000, , ,                    ,N_7208252640,000,                              , , ,,AdrLine                                           ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01, ,            ,                                                                                                                                    ,1,            ,            ,                              ,          , 
0000,                    ,000,000,,XMAT,          ,,2,      , , ,FPAYHX                        ,                              ,C,PAYM,            ,N_8751869320,                    , ,  ,WAERS                         ,000, , ,                    ,N_7208599020,000,                              , , ,,Ccy                                               ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01, ,            ,                                                                                                                                    ,1,            ,            ,                              ,          , 
0000,                    ,000,000,,ELEM,          ,,5,      , , ,                              ,/CITIPMW/V3_GET_CDTR_MOBILE   ,C,PAYM,            ,N_5055793890,                    , ,  ,                              ,000, , ,                    ,N_7244332240,000,                              , , ,,MobNb                                             ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01, ,            ,                                                                                                                                    , ,N_0803423630,            ,                              ,          , 
0000,                    ,000,000,,ELEM,          ,,8,      , , ,                              ,                              ,C,PAYM,N_0243485950,N_5795728220,                    , ,  ,                              ,000, , ,                    ,N_7259479710,000,                              , , ,,SchmeNm                                           ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01, ,            ,                                                                                                                                    , ,N_6848041840,            ,                              ,          , 
0002,                    ,000,000,,ELEM,          ,,2,      , , ,FPAYHX                        ,                              ,C,PAYM,            ,N_4249821970,                    , ,  ,UBISO                         ,000, , ,                    ,N_7268011670,000,                              , , ,,Ctry                                              ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01, ,            ,                                                                                                                                    ,1,            ,            ,                              ,          , 
0000,                    ,000,000,,XMAT,          ,,2,      , , ,FPAYHX                        ,                              ,C,PAYM,            ,N_6888118650,                    , ,  ,WAERS                         ,000, , ,                    ,N_7272750980,000,                              , , ,,Ccy                                               ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01, ,            ,                                                                                                                                    ,1,            ,            ,                              ,          , 
0000,                    ,000,000,,ELEM,          ,,1,      , , ,                              ,                              ,C,PAYM,            ,N_3003004550,                    , ,  ,                              ,000, , ,                    ,N_7295448760,000,                              , , ,,Issr                                              ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01, ,            ,ISO                                                                                                                                 , ,            ,            ,                              ,          , 
0000,                    ,000,000,,ELEM,          ,,8,      , , ,                              ,                              ,C,PAYM,N_1193763410,N_2029146120,                    , ,  ,                              ,000, , ,                    ,N_7300816220,000,                              , , ,,PrvtId                                            ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01, ,            ,                                                                                                                                    , ,N_9623612260,            ,                              ,          , 
0000,                    ,000,000,,ELEM,          ,,1,      , , ,                              ,                              ,C,PAYM,            ,N_9112751820,                    , ,  ,                              ,000, , ,                    ,N_7309400060,000,                              , , ,,BICOrBEI                                          ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01, ,            ,                                                                                                                                    , ,            ,            ,                              ,          , 
0000,                    ,000,000,,ELEM,          ,,8,      , , ,                              ,                              ,C,PAYM,N_0018303920,N_6390687550,                    , ,  ,                              ,000, , ,                    ,N_7338969980,000,                              , , ,,DlvryMtd                                          ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01, ,            ,                                                                                                                                    , ,N_1871841180,            ,                              ,          , 
0001,                    ,010,000,,ATOM,CL        ,,1,      , , ,                              ,                              ,C,PAYM,            ,N_9980466550,"
                  ", ,  ,                              ,000, , ,                    ,N_7358574570,000,                              , , ,,T                                                 ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01,"",            ,T                                                                                                                                   , ,N_9426456660,            ,"
                            ",          , 
0000,                    ,000,000,,ELEM,          ,,8,      , , ,                              ,                              ,C,PAYM,N_5923234840,N_6862284960,                    , ,  ,                              ,000, , ,                    ,N_7370706580,000,                              , , ,,Othr                                              ,  ,/CITI/XML/UNESCO/DC_V3_01     , ,            ,,   ,/CITI/XML/UNESCO/DC_V3_01, ,            ,                                                                                                                                    , ,            ,            ,                              ,          , 
